"state","county_name","fips_code","carrier","issuer_id","market","plan_count"
"CO","Eagle County","08037","Anthem","76680","off_market",28
"CO","Eagle County","08037","Anthem","76680","on_market",5
"CO","Eagle County","08037","Anthem","87269","off_market",25
"CO","Eagle County","08037","Humana","79509","off_market",17
"CO","Eagle County","08037","Kaiser Permanente","21032","off_market",28
"CO","Eagle County","08037","Kaiser Permanente","21032","on_market",15
"CO","Eagle County","08037","Rocky Mountain Health Plans","80208","off_market",4
"CO","Eagle County","08037","Rocky Mountain Health Plans","80208","on_market",8
"CO","Eagle County","08037","Rocky Mountain Health Plans","97879","off_market",4
"CO","Eagle County","08037","Rocky Mountain Health Plans","97879","on_market",8
"CO","Eagle County","08037","UnitedHealthcare","67879","off_market",44
"CO","Elbert County","08039","Aetna","39041","off_market",4
"CO","Elbert County","08039","Anthem","76680","off_market",15
"CO","Elbert County","08039","Anthem","87269","off_market",25
"CO","Elbert County","08039","Friday Health Plans","63312","off_market",2
"CO","Elbert County","08039","Friday Health Plans","63312","on_market",14
"CO","Elbert County","08039","Humana","74320","off_market",17
"CO","Elbert County","08039","Humana","79509","off_market",17
"CO","Elbert County","08039","Kaiser Permanente","21032","off_market",80
"CO","Elbert County","08039","Kaiser Permanente","21032","on_market",30
"CO","Elbert County","08039","Rocky Mountain Health Plans","80208","off_market",4
"CO","Elbert County","08039","Rocky Mountain Health Plans","80208","on_market",8
"CO","Elbert County","08039","Rocky Mountain Health Plans","97879","off_market",4
"CO","Elbert County","08039","Rocky Mountain Health Plans","97879","on_market",8
"CO","Elbert County","08039","UnitedHealthcare","67879","off_market",44
"CO","El Paso County","08041","Aetna","39041","off_market",4
"CO","El Paso County","08041","Anthem","76680","off_market",15
"CO","El Paso County","08041","Anthem","87269","off_market",25
"CO","El Paso County","08041","Friday Health Plans","63312","off_market",2
"CO","El Paso County","08041","Friday Health Plans","63312","on_market",14
"CO","El Paso County","08041","Humana","74320","off_market",49
"CO","El Paso County","08041","Humana","79509","off_market",17
"CO","El Paso County","08041","Kaiser Permanente","21032","off_market",52
"CO","El Paso County","08041","Kaiser Permanente","21032","on_market",30
"CO","El Paso County","08041","Rocky Mountain Health Plans","80208","off_market",4
"CO","El Paso County","08041","Rocky Mountain Health Plans","80208","on_market",8
"CO","El Paso County","08041","Rocky Mountain Health Plans","97879","off_market",5
"CO","El Paso County","08041","Rocky Mountain Health Plans","97879","on_market",11
"CO","El Paso County","08041","UnitedHealthcare","59036","off_market",50
"CO","El Paso County","08041","UnitedHealthcare","67879","off_market",44
"CO","Fremont County","08043","Aetna","39041","off_market",4
"CO","Fremont County","08043","Anthem","76680","off_market",15
"CO","Fremont County","08043","Anthem","87269","off_market",25
"CO","Fremont County","08043","Friday Health Plans","63312","off_market",2
"CO","Fremont County","08043","Friday Health Plans","63312","on_market",14
"CO","Fremont County","08043","Humana","79509","off_market",17
"CO","Fremont County","08043","Kaiser Permanente","21032","off_market",28
"CO","Fremont County","08043","Kaiser Permanente","21032","on_market",15
"CO","Fremont County","08043","Rocky Mountain Health Plans","80208","off_market",4
"CO","Fremont County","08043","Rocky Mountain Health Plans","80208","on_market",8
"CO","Fremont County","08043","Rocky Mountain Health Plans","97879","off_market",4
"CO","Fremont County","08043","Rocky Mountain Health Plans","97879","on_market",8
"CO","Fremont County","08043","UnitedHealthcare","67879","off_market",44
"CO","Garfield County","08045","Aetna","39041","off_market",4
"CO","Garfield County","08045","Anthem","76680","off_market",20
"CO","Garfield County","08045","Anthem","76680","on_market",5
"CO","Garfield County","08045","Anthem","87269","off_market",25
"CO","Garfield County","08045","Humana","79509","off_market",17
"CO","Garfield County","08045","Kaiser Permanente","21032","off_market",28
"CO","Garfield County","08045","Kaiser Permanente","21032","on_market",15
"CO","Garfield County","08045","Rocky Mountain Health Plans","80208","off_market",4
"CO","Garfield County","08045","Rocky Mountain Health Plans","80208","on_market",8
"CO","Garfield County","08045","Rocky Mountain Health Plans","97879","off_market",4
"CO","Garfield County","08045","Rocky Mountain Health Plans","97879","on_market",8
"CO","Garfield County","08045","UnitedHealthcare","67879","off_market",44
"CO","Gilpin County","08047","Aetna","39041","off_market",4
"CO","Gilpin County","08047","Anthem","76680","off_market",15
"CO","Gilpin County","08047","Anthem","87269","off_market",25
"CO","Gilpin County","08047","Humana","79509","off_market",17
"CO","Gilpin County","08047","Kaiser Permanente","21032","off_market",28
"CO","Gilpin County","08047","Kaiser Permanente","21032","on_market",15
"CO","Gilpin County","08047","Rocky Mountain Health Plans","80208","off_market",4
"CO","Gilpin County","08047","Rocky Mountain Health Plans","80208","on_market",8
"CO","Gilpin County","08047","Rocky Mountain Health Plans","97879","off_market",4
"CO","Gilpin County","08047","Rocky Mountain Health Plans","97879","on_market",8
"CO","Gilpin County","08047","UnitedHealthcare","67879","off_market",44
"CO","Grand County","08049","Aetna","39041","off_market",4
"CO","Grand County","08049","Anthem","76680","off_market",20
"CO","Grand County","08049","Anthem","76680","on_market",5
"CO","Grand County","08049","Anthem","87269","off_market",25
"CO","Grand County","08049","Humana","79509","off_market",17
"CO","Grand County","08049","Kaiser Permanente","21032","off_market",28
"CO","Grand County","08049","Kaiser Permanente","21032","on_market",15
"CO","Grand County","08049","Rocky Mountain Health Plans","80208","off_market",4
"CO","Grand County","08049","Rocky Mountain Health Plans","80208","on_market",8
"CO","Grand County","08049","Rocky Mountain Health Plans","97879","off_market",8
"CO","Grand County","08049","Rocky Mountain Health Plans","97879","on_market",16
"CO","Grand County","08049","UnitedHealthcare","67879","off_market",44
"CO","Gunnison County","08051","Aetna","39041","off_market",4
"CO","Gunnison County","08051","Anthem","76680","off_market",20
"CO","Gunnison County","08051","Anthem","76680","on_market",5
"CO","Gunnison County","08051","Anthem","87269","off_market",25
"CO","Gunnison County","08051","Rocky Mountain Health Plans","80208","off_market",4
"CO","Gunnison County","08051","Rocky Mountain Health Plans","80208","on_market",8
"CO","Gunnison County","08051","Rocky Mountain Health Plans","97879","off_market",8
"CO","Gunnison County","08051","Rocky Mountain Health Plans","97879","on_market",16
"CO","Gunnison County","08051","UnitedHealthcare","67879","off_market",44
"CO","Hinsdale County","08053","Aetna","39041","off_market",4
"CO","Hinsdale County","08053","Anthem","76680","off_market",20
"CO","Hinsdale County","08053","Anthem","76680","on_market",5
"CO","Hinsdale County","08053","Anthem","87269","off_market",25
"CO","Hinsdale County","08053","Rocky Mountain Health Plans","80208","off_market",4
"CO","Hinsdale County","08053","Rocky Mountain Health Plans","80208","on_market",8
"CO","Hinsdale County","08053","Rocky Mountain Health Plans","97879","off_market",8
"CO","Hinsdale County","08053","Rocky Mountain Health Plans","97879","on_market",16
"CO","Hinsdale County","08053","UnitedHealthcare","67879","off_market",44
"CO","Huerfano County","08055","Aetna","39041","off_market",4
"CO","Huerfano County","08055","Anthem","76680","off_market",15
"CO","Huerfano County","08055","Anthem","87269","off_market",25
"CO","Huerfano County","08055","Friday Health Plans","63312","off_market",2
"CO","Huerfano County","08055","Friday Health Plans","63312","on_market",14
"CO","Huerfano County","08055","Humana","79509","off_market",17
"CO","Huerfano County","08055","Kaiser Permanente","21032","off_market",28
"CO","Huerfano County","08055","Kaiser Permanente","21032","on_market",15
"CO","Huerfano County","08055","Rocky Mountain Health Plans","80208","off_market",4
"CO","Huerfano County","08055","Rocky Mountain Health Plans","80208","on_market",8
"CO","Huerfano County","08055","Rocky Mountain Health Plans","97879","off_market",4
"CO","Huerfano County","08055","Rocky Mountain Health Plans","97879","on_market",8
"CO","Huerfano County","08055","UnitedHealthcare","67879","off_market",44
"CO","Jackson County","08057","Aetna","39041","off_market",4
"CO","Jackson County","08057","Anthem","76680","off_market",20
"CO","Jackson County","08057","Anthem","76680","on_market",5
"CO","Jackson County","08057","Anthem","87269","off_market",25
"CO","Jackson County","08057","Humana","79509","off_market",17
"CO","Jackson County","08057","Rocky Mountain Health Plans","80208","off_market",4
"CO","Jackson County","08057","Rocky Mountain Health Plans","80208","on_market",8
"CO","Jackson County","08057","Rocky Mountain Health Plans","97879","off_market",8
"CO","Jackson County","08057","Rocky Mountain Health Plans","97879","on_market",16
"CO","Jackson County","08057","UnitedHealthcare","67879","off_market",44
"CO","Jefferson County","08059","Aetna","39041","off_market",4
"CO","Jefferson County","08059","Anthem","76680","off_market",15
"CO","Jefferson County","08059","Anthem","87269","off_market",25
"CO","Jefferson County","08059","Humana","74320","off_market",49
"CO","Jefferson County","08059","Humana","79509","off_market",17
"CO","Jefferson County","08059","Kaiser Permanente","21032","off_market",28
"CO","Jefferson County","08059","Kaiser Permanente","21032","on_market",15
"CO","Jefferson County","08059","Rocky Mountain Health Plans","80208","off_market",4
"CO","Jefferson County","08059","Rocky Mountain Health Plans","80208","on_market",8
"CO","Jefferson County","08059","Rocky Mountain Health Plans","97879","off_market",5
"CO","Jefferson County","08059","Rocky Mountain Health Plans","97879","on_market",11
"CO","Jefferson County","08059","UnitedHealthcare","59036","off_market",50
"CO","Jefferson County","08059","UnitedHealthcare","67879","off_market",44
"CO","Kiowa County","08061","Aetna","39041","off_market",4
"CO","Kiowa County","08061","Anthem","76680","off_market",15
"CO","Kiowa County","08061","Anthem","87269","off_market",25
"CO","Kiowa County","08061","Friday Health Plans","63312","off_market",2
"CO","Kiowa County","08061","Friday Health Plans","63312","on_market",14
"CO","Kiowa County","08061","Humana","79509","off_market",17
"CO","Kiowa County","08061","Rocky Mountain Health Plans","80208","off_market",4
"CO","Kiowa County","08061","Rocky Mountain Health Plans","80208","on_market",8
"CO","Kiowa County","08061","Rocky Mountain Health Plans","97879","off_market",4
"CO","Kiowa County","08061","Rocky Mountain Health Plans","97879","on_market",8
"CO","Kiowa County","08061","UnitedHealthcare","67879","off_market",44
"CO","Kit Carson County","08063","Aetna","39041","off_market",4
"CO","Kit Carson County","08063","Anthem","76680","off_market",15
"CO","Kit Carson County","08063","Anthem","87269","off_market",25
"CO","Kit Carson County","08063","Friday Health Plans","63312","off_market",2
"CO","Kit Carson County","08063","Friday Health Plans","63312","on_market",14
"CO","Kit Carson County","08063","Humana","79509","off_market",17
"CO","Kit Carson County","08063","Rocky Mountain Health Plans","80208","off_market",4
"CO","Kit Carson County","08063","Rocky Mountain Health Plans","80208","on_market",8
"CO","Kit Carson County","08063","Rocky Mountain Health Plans","97879","off_market",4
"CO","Kit Carson County","08063","Rocky Mountain Health Plans","97879","on_market",8
"CO","Kit Carson County","08063","UnitedHealthcare","67879","off_market",44
"CO","Lake County","08065","Aetna","39041","off_market",4
"CO","Lake County","08065","Anthem","76680","off_market",20
"CO","Lake County","08065","Anthem","76680","on_market",5
"CO","Lake County","08065","Anthem","87269","off_market",25
"CO","Lake County","08065","Humana","79509","off_market",17
"CO","Lake County","08065","Rocky Mountain Health Plans","80208","off_market",4
"CO","Lake County","08065","Rocky Mountain Health Plans","80208","on_market",8
"CO","Lake County","08065","Rocky Mountain Health Plans","97879","off_market",4
"CO","Lake County","08065","Rocky Mountain Health Plans","97879","on_market",8
"CO","Lake County","08065","UnitedHealthcare","67879","off_market",44
"CO","La Plata County","08067","Aetna","39041","off_market",4
"CO","La Plata County","08067","Anthem","76680","off_market",28
"CO","La Plata County","08067","Anthem","76680","on_market",5
"CO","La Plata County","08067","Anthem","87269","off_market",25
"CO","La Plata County","08067","Humana","79509","off_market",17
"CO","La Plata County","08067","Rocky Mountain Health Plans","80208","off_market",4
"CO","La Plata County","08067","Rocky Mountain Health Plans","80208","on_market",8
"CO","La Plata County","08067","Rocky Mountain Health Plans","97879","off_market",8
"CO","La Plata County","08067","Rocky Mountain Health Plans","97879","on_market",16
"CO","La Plata County","08067","UnitedHealthcare","67879","off_market",44
"CO","Larimer County","08069","Aetna","39041","off_market",4
"CO","Larimer County","08069","Anthem","76680","off_market",15
"CO","Larimer County","08069","Anthem","87269","off_market",25
"CO","Larimer County","08069","Friday Health Plans","63312","off_market",2
"CO","Larimer County","08069","Friday Health Plans","63312","on_market",14
"CO","Larimer County","08069","Humana","74320","off_market",32
"CO","Larimer County","08069","Humana","79509","off_market",17
"CO","Larimer County","08069","Kaiser Permanente","21032","off_market",56
"CO","Larimer County","08069","Kaiser Permanente","21032","on_market",30
"CO","Larimer County","08069","Rocky Mountain Health Plans","80208","off_market",4
"CO","Larimer County","08069","Rocky Mountain Health Plans","80208","on_market",8
"CO","Larimer County","08069","Rocky Mountain Health Plans","97879","off_market",4
"CO","Larimer County","08069","Rocky Mountain Health Plans","97879","on_market",8
"CO","Larimer County","08069","UnitedHealthcare","59036","off_market",50
"CO","Larimer County","08069","UnitedHealthcare","67879","off_market",44
"CO","Las Animas County","08071","Aetna","39041","off_market",4
"CO","Las Animas County","08071","Anthem","76680","off_market",15
"CO","Las Animas County","08071","Anthem","87269","off_market",25
"CO","Las Animas County","08071","Friday Health Plans","63312","off_market",2
"CO","Las Animas County","08071","Friday Health Plans","63312","on_market",14
"CO","Las Animas County","08071","Humana","79509","off_market",17
"CO","Las Animas County","08071","Rocky Mountain Health Plans","80208","off_market",4
"CO","Las Animas County","08071","Rocky Mountain Health Plans","80208","on_market",8
"CO","Las Animas County","08071","Rocky Mountain Health Plans","97879","off_market",4
"CO","Las Animas County","08071","Rocky Mountain Health Plans","97879","on_market",8
"CO","Las Animas County","08071","UnitedHealthcare","67879","off_market",44
"CO","Lincoln County","08073","Aetna","39041","off_market",4
"CO","Lincoln County","08073","Anthem","76680","off_market",15
"CO","Lincoln County","08073","Anthem","87269","off_market",25
"CO","Lincoln County","08073","Friday Health Plans","63312","off_market",2
"CO","Lincoln County","08073","Friday Health Plans","63312","on_market",14
"CO","Lincoln County","08073","Humana","79509","off_market",17
"CO","Lincoln County","08073","Kaiser Permanente","21032","off_market",52
"CO","Lincoln County","08073","Kaiser Permanente","21032","on_market",15
"CO","Lincoln County","08073","Rocky Mountain Health Plans","80208","off_market",4
"CO","Lincoln County","08073","Rocky Mountain Health Plans","80208","on_market",8
"CO","Lincoln County","08073","Rocky Mountain Health Plans","97879","off_market",4
"CO","Lincoln County","08073","Rocky Mountain Health Plans","97879","on_market",8
"CO","Lincoln County","08073","UnitedHealthcare","59036","off_market",50
"CO","Lincoln County","08073","UnitedHealthcare","67879","off_market",44
"CO","Logan County","08075","Aetna","39041","off_market",4
"CO","Logan County","08075","Anthem","76680","off_market",15
"CO","Logan County","08075","Anthem","87269","off_market",25
"CO","Logan County","08075","Friday Health Plans","63312","off_market",2
"CO","Logan County","08075","Friday Health Plans","63312","on_market",14
"CO","Logan County","08075","Humana","79509","off_market",17
"CO","Logan County","08075","Rocky Mountain Health Plans","80208","off_market",4
"CO","Logan County","08075","Rocky Mountain Health Plans","80208","on_market",8
"CO","Logan County","08075","Rocky Mountain Health Plans","97879","off_market",4
"CO","Logan County","08075","Rocky Mountain Health Plans","97879","on_market",8
"CO","Logan County","08075","UnitedHealthcare","67879","off_market",44
"CO","Mesa County","08077","Aetna","39041","off_market",4
"CO","Mesa County","08077","Anthem","76680","off_market",12
"CO","Mesa County","08077","Anthem","87269","off_market",25
"CO","Mesa County","08077","Humana","79509","off_market",17
"CO","Mesa County","08077","Rocky Mountain Health Plans","80208","off_market",4
"CO","Mesa County","08077","Rocky Mountain Health Plans","80208","on_market",8
"CO","Mesa County","08077","Rocky Mountain Health Plans","97879","off_market",6
"CO","Mesa County","08077","Rocky Mountain Health Plans","97879","on_market",11
"CO","Mesa County","08077","UnitedHealthcare","67879","off_market",44
"CO","Mineral County","08079","Aetna","39041","off_market",4
"CO","Mineral County","08079","Anthem","76680","off_market",15
"CO","Mineral County","08079","Anthem","87269","off_market",25
"CO","Mineral County","08079","Friday Health Plans","63312","off_market",2
"CO","Mineral County","08079","Friday Health Plans","63312","on_market",14
"CO","Mineral County","08079","Rocky Mountain Health Plans","80208","off_market",4
"CO","Mineral County","08079","Rocky Mountain Health Plans","80208","on_market",8
"CO","Mineral County","08079","Rocky Mountain Health Plans","97879","off_market",4
"CO","Mineral County","08079","Rocky Mountain Health Plans","97879","on_market",8
"CO","Mineral County","08079","UnitedHealthcare","67879","off_market",44
"CO","Moffat County","08081","Aetna","39041","off_market",4
"CO","Moffat County","08081","Anthem","76680","off_market",20
"CO","Moffat County","08081","Anthem","76680","on_market",5
"CO","Moffat County","08081","Anthem","87269","off_market",25
"CO","Moffat County","08081","Humana","79509","off_market",17
"CO","Moffat County","08081","Rocky Mountain Health Plans","80208","off_market",4
"CO","Moffat County","08081","Rocky Mountain Health Plans","80208","on_market",8
"CO","Moffat County","08081","Rocky Mountain Health Plans","97879","off_market",8
"CO","Moffat County","08081","Rocky Mountain Health Plans","97879","on_market",16
"CO","Moffat County","08081","UnitedHealthcare","67879","off_market",44
"CO","Montezuma County","08083","Aetna","39041","off_market",4
"CO","Montezuma County","08083","Anthem","76680","off_market",28
"CO","Montezuma County","08083","Anthem","76680","on_market",5
"CO","Montezuma County","08083","Anthem","87269","off_market",25
"CO","Montezuma County","08083","Humana","79509","off_market",17
"CO","Montezuma County","08083","Rocky Mountain Health Plans","80208","off_market",4
"CO","Montezuma County","08083","Rocky Mountain Health Plans","80208","on_market",8
"CO","Montezuma County","08083","Rocky Mountain Health Plans","97879","off_market",8
"CO","Montezuma County","08083","Rocky Mountain Health Plans","97879","on_market",16
"CO","Montezuma County","08083","UnitedHealthcare","67879","off_market",44
"CO","Montrose County","08085","Aetna","39041","off_market",4
"CO","Montrose County","08085","Anthem","76680","off_market",20
"CO","Montrose County","08085","Anthem","76680","on_market",5
"CO","Montrose County","08085","Anthem","87269","off_market",25
"CO","Montrose County","08085","Humana","79509","off_market",17
"CO","Montrose County","08085","Rocky Mountain Health Plans","80208","off_market",4
"CO","Montrose County","08085","Rocky Mountain Health Plans","80208","on_market",8
"CO","Montrose County","08085","Rocky Mountain Health Plans","97879","off_market",8
"CO","Montrose County","08085","Rocky Mountain Health Plans","97879","on_market",16
"CO","Montrose County","08085","UnitedHealthcare","67879","off_market",44
"CO","Morgan County","08087","Aetna","39041","off_market",4
"CO","Morgan County","08087","Anthem","76680","off_market",15
"CO","Morgan County","08087","Anthem","87269","off_market",25
"CO","Morgan County","08087","Friday Health Plans","63312","off_market",2
"CO","Morgan County","08087","Friday Health Plans","63312","on_market",14
"CO","Morgan County","08087","Humana","79509","off_market",17
"CO","Morgan County","08087","Kaiser Permanente","21032","off_market",28
"CO","Morgan County","08087","Kaiser Permanente","21032","on_market",15
"CO","Morgan County","08087","Rocky Mountain Health Plans","80208","off_market",4
"CO","Morgan County","08087","Rocky Mountain Health Plans","80208","on_market",8
"CO","Morgan County","08087","Rocky Mountain Health Plans","97879","off_market",4
"CO","Morgan County","08087","Rocky Mountain Health Plans","97879","on_market",8
"CO","Morgan County","08087","UnitedHealthcare","67879","off_market",44
"CO","Otero County","08089","Aetna","39041","off_market",4
"CO","Otero County","08089","Anthem","76680","off_market",15
"CO","Otero County","08089","Anthem","87269","off_market",25
"CO","Otero County","08089","Friday Health Plans","63312","off_market",2
"CO","Otero County","08089","Friday Health Plans","63312","on_market",14
"CO","Otero County","08089","Humana","79509","off_market",17
"CO","Otero County","08089","Kaiser Permanente","21032","off_market",28
"CO","Otero County","08089","Kaiser Permanente","21032","on_market",15
"CO","Otero County","08089","Rocky Mountain Health Plans","80208","off_market",4
"CO","Otero County","08089","Rocky Mountain Health Plans","80208","on_market",8
"CO","Otero County","08089","Rocky Mountain Health Plans","97879","off_market",4
"CO","Otero County","08089","Rocky Mountain Health Plans","97879","on_market",8
"CO","Otero County","08089","UnitedHealthcare","59036","off_market",50
"CO","Otero County","08089","UnitedHealthcare","67879","off_market",44
"CO","Ouray County","08091","Aetna","39041","off_market",4
"CO","Ouray County","08091","Anthem","76680","off_market",20
"CO","Ouray County","08091","Anthem","76680","on_market",5
"CO","Ouray County","08091","Anthem","87269","off_market",25
"CO","Ouray County","08091","Rocky Mountain Health Plans","80208","off_market",4
"CO","Ouray County","08091","Rocky Mountain Health Plans","80208","on_market",8
"CO","Ouray County","08091","Rocky Mountain Health Plans","97879","off_market",8
"CO","Ouray County","08091","Rocky Mountain Health Plans","97879","on_market",16
"CO","Ouray County","08091","UnitedHealthcare","67879","off_market",44
"CO","Park County","08093","Aetna","39041","off_market",4
"CO","Park County","08093","Anthem","76680","off_market",15
"CO","Park County","08093","Anthem","87269","off_market",25
"CO","Park County","08093","Humana","79509","off_market",17
"CO","Park County","08093","Kaiser Permanente","21032","off_market",80
"CO","Park County","08093","Kaiser Permanente","21032","on_market",30
"CO","Park County","08093","Rocky Mountain Health Plans","80208","off_market",4
"CO","Park County","08093","Rocky Mountain Health Plans","80208","on_market",8
"CO","Park County","08093","Rocky Mountain Health Plans","97879","off_market",4
"CO","Park County","08093","Rocky Mountain Health Plans","97879","on_market",8
"CO","Park County","08093","UnitedHealthcare","59036","off_market",50
"CO","Park County","08093","UnitedHealthcare","67879","off_market",44
"CO","Phillips County","08095","Aetna","39041","off_market",4
"CO","Phillips County","08095","Anthem","76680","off_market",15
"CO","Phillips County","08095","Anthem","87269","off_market",25
"CO","Phillips County","08095","Friday Health Plans","63312","off_market",2
"CO","Phillips County","08095","Friday Health Plans","63312","on_market",14
"CO","Phillips County","08095","Humana","79509","off_market",17
"CO","Phillips County","08095","Rocky Mountain Health Plans","80208","off_market",4
"CO","Phillips County","08095","Rocky Mountain Health Plans","80208","on_market",8
"CO","Phillips County","08095","Rocky Mountain Health Plans","97879","off_market",4
"CO","Phillips County","08095","Rocky Mountain Health Plans","97879","on_market",8
"CO","Phillips County","08095","UnitedHealthcare","67879","off_market",44
"CO","Pitkin County","08097","Aetna","39041","off_market",4
"CO","Pitkin County","08097","Anthem","76680","off_market",20
"CO","Pitkin County","08097","Anthem","76680","on_market",5
"CO","Pitkin County","08097","Anthem","87269","off_market",25
"CO","Pitkin County","08097","Humana","79509","off_market",17
"CO","Pitkin County","08097","Rocky Mountain Health Plans","80208","off_market",4
"CO","Pitkin County","08097","Rocky Mountain Health Plans","80208","on_market",8
"CO","Pitkin County","08097","Rocky Mountain Health Plans","97879","off_market",4
"CO","Pitkin County","08097","Rocky Mountain Health Plans","97879","on_market",8
"CO","Pitkin County","08097","UnitedHealthcare","67879","off_market",44
"CO","Prowers County","08099","Aetna","39041","off_market",4
"CO","Prowers County","08099","Anthem","76680","off_market",15
"CO","Prowers County","08099","Anthem","87269","off_market",25
"CO","Prowers County","08099","Friday Health Plans","63312","off_market",2
"CO","Prowers County","08099","Friday Health Plans","63312","on_market",14
"CO","Prowers County","08099","Humana","79509","off_market",17
"CO","Prowers County","08099","Rocky Mountain Health Plans","80208","off_market",4
"CO","Prowers County","08099","Rocky Mountain Health Plans","80208","on_market",8
"CO","Prowers County","08099","Rocky Mountain Health Plans","97879","off_market",4
"CO","Prowers County","08099","Rocky Mountain Health Plans","97879","on_market",8
"CO","Prowers County","08099","UnitedHealthcare","67879","off_market",44
"CO","Pueblo County","08101","Aetna","39041","off_market",4
"CO","Pueblo County","08101","Anthem","76680","off_market",12
"CO","Pueblo County","08101","Anthem","87269","off_market",25
"CO","Pueblo County","08101","Humana","79509","off_market",17
"CO","Pueblo County","08101","Kaiser Permanente","21032","off_market",52
"CO","Pueblo County","08101","Kaiser Permanente","21032","on_market",30
"CO","Pueblo County","08101","Rocky Mountain Health Plans","80208","off_market",4
"CO","Pueblo County","08101","Rocky Mountain Health Plans","80208","on_market",8
"CO","Pueblo County","08101","Rocky Mountain Health Plans","97879","off_market",4
"CO","Pueblo County","08101","Rocky Mountain Health Plans","97879","on_market",8
"CO","Pueblo County","08101","UnitedHealthcare","59036","off_market",50
"CO","Pueblo County","08101","UnitedHealthcare","67879","off_market",44
"CO","Rio Blanco County","08103","Aetna","39041","off_market",4
"CO","Rio Blanco County","08103","Anthem","76680","off_market",20
"CO","Rio Blanco County","08103","Anthem","76680","on_market",5
"CO","Rio Blanco County","08103","Anthem","87269","off_market",25
"CO","Rio Blanco County","08103","Rocky Mountain Health Plans","80208","off_market",4
"CO","Rio Blanco County","08103","Rocky Mountain Health Plans","80208","on_market",8
"CO","Rio Blanco County","08103","Rocky Mountain Health Plans","97879","off_market",8
"CO","Rio Blanco County","08103","Rocky Mountain Health Plans","97879","on_market",16
"CO","Rio Blanco County","08103","UnitedHealthcare","67879","off_market",44
"CO","Rio Grande County","08105","Aetna","39041","off_market",4
"CO","Rio Grande County","08105","Anthem","76680","off_market",15
"CO","Rio Grande County","08105","Anthem","87269","off_market",25
"CO","Rio Grande County","08105","Friday Health Plans","63312","off_market",2
"CO","Rio Grande County","08105","Friday Health Plans","63312","on_market",14
"CO","Rio Grande County","08105","Humana","79509","off_market",17
"CO","Rio Grande County","08105","Rocky Mountain Health Plans","80208","off_market",4
"CO","Rio Grande County","08105","Rocky Mountain Health Plans","80208","on_market",8
"CO","Rio Grande County","08105","Rocky Mountain Health Plans","97879","off_market",4
"CO","Rio Grande County","08105","Rocky Mountain Health Plans","97879","on_market",8
"CO","Rio Grande County","08105","UnitedHealthcare","67879","off_market",44
"CO","Routt County","08107","Aetna","39041","off_market",4
"CO","Routt County","08107","Anthem","76680","off_market",20
"CO","Routt County","08107","Anthem","76680","on_market",5
"CO","Routt County","08107","Anthem","87269","off_market",25
"CO","Routt County","08107","Humana","79509","off_market",17
"CO","Routt County","08107","Rocky Mountain Health Plans","80208","off_market",4
"CO","Routt County","08107","Rocky Mountain Health Plans","80208","on_market",8
"CO","Routt County","08107","Rocky Mountain Health Plans","97879","off_market",8
"CO","Routt County","08107","Rocky Mountain Health Plans","97879","on_market",16
"CO","Routt County","08107","UnitedHealthcare","67879","off_market",44
"CO","Saguache County","08109","Aetna","39041","off_market",4
"CO","Saguache County","08109","Anthem","76680","off_market",15
"CO","Saguache County","08109","Anthem","87269","off_market",25
"CO","Saguache County","08109","Friday Health Plans","63312","off_market",2
"CO","Saguache County","08109","Friday Health Plans","63312","on_market",14
"CO","Saguache County","08109","Rocky Mountain Health Plans","80208","off_market",4
"CO","Saguache County","08109","Rocky Mountain Health Plans","80208","on_market",8
"CO","Saguache County","08109","Rocky Mountain Health Plans","97879","off_market",4
"CO","Saguache County","08109","Rocky Mountain Health Plans","97879","on_market",8
"CO","Saguache County","08109","UnitedHealthcare","67879","off_market",44
"CO","San Juan County","08111","Aetna","39041","off_market",4
"CO","San Juan County","08111","Anthem","76680","off_market",20
"CO","San Juan County","08111","Anthem","76680","on_market",5
"CO","San Juan County","08111","Anthem","87269","off_market",25
"CO","San Juan County","08111","Rocky Mountain Health Plans","80208","off_market",4
"CO","San Juan County","08111","Rocky Mountain Health Plans","80208","on_market",8
"CO","San Juan County","08111","Rocky Mountain Health Plans","97879","off_market",8
"CO","San Juan County","08111","Rocky Mountain Health Plans","97879","on_market",16
"CO","San Juan County","08111","UnitedHealthcare","67879","off_market",44
"CO","San Miguel County","08113","Aetna","39041","off_market",4
"CO","San Miguel County","08113","Anthem","76680","off_market",20
"CO","San Miguel County","08113","Anthem","76680","on_market",5
"CO","San Miguel County","08113","Anthem","87269","off_market",25
"CO","San Miguel County","08113","Rocky Mountain Health Plans","80208","off_market",4
"CO","San Miguel County","08113","Rocky Mountain Health Plans","80208","on_market",8
"CO","San Miguel County","08113","Rocky Mountain Health Plans","97879","off_market",8
"CO","San Miguel County","08113","Rocky Mountain Health Plans","97879","on_market",16
"CO","San Miguel County","08113","UnitedHealthcare","67879","off_market",44
"CO","Sedgwick County","08115","Aetna","39041","off_market",4
"CO","Sedgwick County","08115","Anthem","76680","off_market",15
"CO","Sedgwick County","08115","Anthem","87269","off_market",25
"CO","Sedgwick County","08115","Friday Health Plans","63312","off_market",2
"CO","Sedgwick County","08115","Friday Health Plans","63312","on_market",14
"CO","Sedgwick County","08115","Humana","79509","off_market",17
"CO","Sedgwick County","08115","Rocky Mountain Health Plans","80208","off_market",4
